paper_id,cosine_tfidf_similarity
9202043,0.087733
9202044,0.105115
9202045,0.070224
9202046,0.067218
9202047,0.137322
9202048,0.045920
9202049,0.094839
9202050,0.096151
9202051,0.210124
9202053,0.128474
9202054,0.080555
9202055,0.178178
9202056,0.044928
9202057,0.035285
9202058,0.147168
9202059,0.145779
9202060,0.169895
9202061,0.177813
9202062,0.024170
9202063,0.066194
9202064,0.138807
9202065,0.154572
9202066,0.124351
9202067,0.092318
9202068,0.056340
9202069,0.075762
9202070,0.129221
9202071,0.053511
9202072,0.265517
9202074,0.054425
9202075,0.041709
9202076,0.091373
9202077,0.045046
9202078,0.072827
9202079,0.076821
9202080,0.091740
9202081,0.069786
9202082,0.101082
9202083,0.080207
9202084,0.078370
9202085,0.060591
9202086,0.219612
9202087,0.083087
9202088,0.008171
9202089,0.044823
9202090,0.029333
9202092,0.108238
9203001,0.098808
9203002,0.047256
9203003,0.070097
9203004,0.039771
9203005,0.147158
9203006,0.055551
9203007,0.038832
9203008,0.134158
9203009,0.045521
9203011,0.074597
9203012,0.148877
9203013,0.169811
9203014,0.047793
9203015,0.054354
9203016,0.072946
9203017,0.092930
9203018,0.052819
9203019,0.086119
9203020,0.124390
9203021,0.186667
9203022,0.167693
9203023,0.060277
9203024,0.117569
9203025,0.094901
9203026,0.113528
9203027,0.130819
9203028,0.079670
9203029,0.049626
9203030,0.060422
9203031,0.096082
9203032,0.173621
9203033,0.111384
9203034,0.050589
9203036,0.117351
9203037,0.063961
9203038,0.053257
9203039,0.101818
9203040,0.107600
9203041,0.042012
9203042,0.070461
9203043,0.130103
9203044,0.209069
9203045,0.114817
9203046,0.099366
9203047,0.175447
9203048,0.132013
9203049,0.046184
9203050,0.050779
9203051,0.071350
9203052,0.059049
9203053,0.073052
9203054,0.059529
9203056,0.079144
9203057,0.012048
9203058,0.089736
9203059,0.063542
9203060,0.120002
9203061,0.097094
9203062,0.131642
9203063,0.133447
9203064,0.076081
9203065,0.087503
9203066,0.083871
9203067,0.154922
9203068,0.171597
9203069,0.074024
9203070,0.111684
9203071,0.096062
9203072,0.086744
9203073,0.052652
9203074,0.110074
9203076,0.127931
9203077,0.124938
9203079,0.073425
9203082,0.061986
9203083,0.041231
9203084,0.057237
9204001,0.072425
9204002,0.167834
9204003,0.020927
9204004,0.048928
9204005,0.153434
9204006,0.099816
9204007,0.087089
9204008,0.112765
9204009,0.090166
9204011,0.096301
9204012,0.068268
9204013,0.094287
9204015,0.076102
9204016,0.135158
9204017,0.036148
9204019,0.101579
9204020,0.097112
9204021,0.040175
9204022,0.114422
9204023,0.102400
9204024,0.030748
9204025,0.041585
9204026,0.087839
9204027,0.062950
9204028,0.099965
9204029,0.119159
9204030,0.069670
9204031,0.035648
9204032,0.048595
9204033,0.080534
9204034,0.065904
9204035,0.068281
9204036,0.084045
9204038,0.083948
9204039,0.067148
9204040,0.056548
9204041,0.133130
9204042,0.064322
9204043,0.160515
9204044,0.076757
9204045,0.107299
9204046,0.049368
9204047,0.058019
9204048,0.117337
9204049,0.051754
9204050,0.196802
9204051,0.083843
9204052,0.086401
9204053,0.161235
9204054,0.125600
9204055,0.040149
9204056,0.175865
9204057,0.079543
9204058,0.065256
9204059,0.045777
9204060,0.135129
9204061,0.066849
9204062,0.032052
9204063,0.151321
9204064,0.062363
9204066,0.059328
9204067,0.115039
9204068,0.085093
9204069,0.085010
9204070,0.099635
9204071,0.082546
9204072,0.047669
9204073,0.092690
9204074,0.053298
9204075,0.143807
9204076,0.141703
9204077,0.027432
9204078,0.066649
9204079,0.051031
9204080,0.072428
9204081,0.060359
9204082,0.066178
9204083,0.132273
9204084,0.065606
9204085,0.121515
9204086,0.190633
9204088,0.034810
9204089,0.125363
9204090,0.105370
9204091,0.124649
9204093,0.175507
9204094,0.076995
9204095,0.162059
9204097,0.078424
9204098,0.056771
9204099,0.042545
9204100,0.099181
9204101,0.099334
9204102,0.110266
9204103,0.027864
9205001,0.041174
9205002,0.027442
9205003,0.036258
9205004,0.008581
9205005,0.068503
9205006,0.143484
9205007,0.116435
9205008,0.094203
9205009,0.113879
9205010,0.084458
9205011,0.098138
9205012,0.114132
9205013,0.195516
9205014,0.067857
9205015,0.128938
9205016,0.135125
9205017,0.114690
9205018,0.118273
9205019,0.101787
9205020,0.074611
9205021,0.031097
9205022,0.091807
9205024,0.035764
9205025,0.114503
9205026,0.110855
9205027,0.051073
9205028,0.039459
9205029,0.070438
9205030,0.119515
9205031,0.160230
9205032,0.128627
9205033,0.095711
9205034,0.072381
9205035,0.099313
9205036,0.057720
9205037,0.120011
9205038,0.097815
9205039,0.116603
9205040,0.102268
9205041,0.082032
9205042,0.044999
9205043,0.107278
9205044,0.156580
9205045,0.094777
9205046,0.155739
9205047,0.054391
9205048,0.078762
9205049,0.067007
9205050,0.036242
9205051,0.146850
9205052,0.084816
9205053,0.079661
9205054,0.112715
9205055,0.058220
9205056,0.093063
9205057,0.031365
9205058,0.067772
9205059,0.080709
9205060,0.076946
9205061,0.036582
9205062,0.062323
9205063,0.162741
9205064,0.117170
9205065,0.027904
9205066,0.102207
9205067,0.069465
9205068,0.046690
9205069,0.090169
9205070,0.118489
9205071,0.089138
9205072,0.229293
9205073,0.059364
9205074,0.057957
9205075,0.105179
9205076,0.048447
9205077,0.136641
9205079,0.136976
9205080,0.107699
9205081,0.122875
9205082,0.063831
9205083,0.080379
9205085,0.005037
9205086,0.113109
9205087,0.107889
9205088,0.039975
9205089,0.081159
9205090,0.066712
9205091,0.145832
9205092,0.039092
9205093,0.079489
9205094,0.131679
9205095,0.059059
9205096,0.116879
9205097,0.095770
9205098,0.039886
9205099,0.209737
9205100,0.091363
9205101,0.039739
9205102,0.040532
9205103,0.100777
9205104,0.058044
9205105,0.097808
9205106,0.061786
9205107,0.124979
9205108,0.174337
9205109,0.085618
9205110,0.091669
9205111,0.109590
9205112,0.071413
9205113,0.104573
9205114,0.068722
9205115,0.089598
9205116,0.114841
9205117,0.106938
9206001,0.084751
9206002,0.070413
9206003,0.057040
9206006,0.157392
9206007,0.080001
9206008,0.103908
9206009,0.121267
9206010,0.102175
9206012,0.104985
9206013,0.172599
9206014,0.198977
9206015,0.064118
9206016,0.132054
9206017,0.116632
9206018,0.108475
9206019,0.089475
9206020,0.074419
9206021,0.130510
9206022,0.060536
9206023,0.120176
9206024,0.218175
9206025,0.088667
9206026,0.085842
9206027,0.152042
9206028,0.011143
9206029,0.055796
9206030,0.184659
9206031,0.110832
9206032,0.026839
9206033,0.082059
9206034,0.064799
9206035,0.048650
9206036,0.088155
9206037,0.058491
9206038,0.050551
9206039,0.146720
9206040,0.075215
9206041,0.193020
9206042,0.071368
9206044,0.064830
9206045,0.030147
9206046,0.047810
9206047,0.100366
9206048,0.099837
9206049,0.043732
9206050,0.060109
9206051,0.036009
9206052,0.063759
9206053,0.033836
9206054,0.048801
9206055,0.088567
9206056,0.055389
9206057,0.016363
9206058,0.085331
9206059,0.136888
9206060,0.121411
9206061,0.126511
9206062,0.120346
9206063,0.116086
9206065,0.068107
9206066,0.099868
9206067,0.129632
9206068,0.022548
9206069,0.121431
9206070,0.080659
9206071,0.078630
9206072,0.081812
9206073,0.096995
9206074,0.054024
9206076,0.110394
9206077,0.097838
9206078,0.066083
9206079,0.122886
9206080,0.125823
9206081,0.073545
9206082,0.099585
9206083,0.030888
9206084,0.097040
9206085,0.043486
9206087,0.062422
9206088,0.091982
9206089,0.067495
9206090,0.033166
9206091,0.088588
9206092,0.127513
9206093,0.111995
9206094,0.051028
9206095,0.043512
9206096,0.160370
9206097,0.146313
9206098,0.134970
9206099,0.053348
9206100,0.116546
9206101,0.110117
9206102,0.040121
9206103,0.086622
9206104,0.100116
9206105,0.064149
9206106,0.125110
9206107,0.177693
9206108,0.063136
9206109,0.032619
9206110,0.097464
9206111,0.132020
9206112,0.093006
9206113,0.107644
9206114,0.101934
9207001,0.052050
9207002,0.093340
9207003,0.100372
9207005,0.166413
9207006,0.172003
9207007,0.064408
9207008,0.094642
9207009,0.124161
9207010,0.106907
9207011,0.149693
9207012,0.130858
9207013,0.121159
9207014,0.083573
9207015,0.059642
9207016,0.138011
9207017,0.069708
9207018,0.075181
9207019,0.116642
9207020,0.026916
9207021,0.039027
9207022,0.044428
9207023,0.071206
9207024,0.126386
9207025,0.055805
9207026,0.058976
9207027,0.069582
9207028,0.093293
9207029,0.074137
9207030,0.060851
9207031,0.149575
9207032,0.091020
9207034,0.114652
9207035,0.096041
9207036,0.073016
9207037,0.052519
9207038,0.133008
9207039,0.293749
9207040,0.055927
9207041,0.133744
9207042,0.079589
9207043,0.121794
9207044,0.155373
9207045,0.113132
9207047,0.072271
9207048,0.128371
9207050,0.099486
9207051,0.072987
9207052,0.061708
9207053,0.107025
9207055,0.049478
9207056,0.038769
9207057,0.226134
9207058,0.162860
9207059,0.054322
9207060,0.094086
9207061,0.141597
9207062,0.071924
9207063,0.131192
9207064,0.130005
9207065,0.114884
9207066,0.112086
9207067,0.107061
9207068,0.076361
9207069,0.062621
9207070,0.023269
9207071,0.073882
9207072,0.087578
9207073,0.112404
9207074,0.040177
9207075,0.124850
9207076,0.065559
9207077,0.073887
9207078,0.151040
9207079,0.090618
9207080,0.111196
9207081,0.156382
9207082,0.023633
9207083,0.038786
9207084,0.081807
9207085,0.034750
9207086,0.066547
9207087,0.107318
9207088,0.107033
9207089,0.054878
9207090,0.019874
9207091,0.036255
9207092,0.153515
9207093,0.077846
9207094,0.208468
9207095,0.098674
9207096,0.091768
9207097,0.140847
9207098,0.032721
9207099,0.030390
9207100,0.065520
9207101,0.089141
9207102,0.043821
9207103,0.151216
9207105,0.076393
9207106,0.068240
9207108,0.090931
9207109,0.108224
9207110,0.052061
9207111,0.077771
9207112,0.052341
9207113,0.066405
9207114,0.051575
9207115,0.108246
9207116,0.065039
9207117,0.112374
9207118,0.098409
9208001,0.086111
9208002,0.048215
9208003,0.116975
9208005,0.219057
9208006,0.131428
9208007,0.147117
9208008,0.167576
9208009,0.040113
9208010,0.099129
9208011,0.055629
9208012,0.055784
9208013,0.186097
9208014,0.081302
9208015,0.054180
9208016,0.211011
9208017,0.037268
9208018,0.043227
9208019,0.084141
9208020,0.030663
9208022,0.207124
9208023,0.060167
9208024,0.077632
9208025,0.097721
9208026,0.081525
9208027,0.134867
9208028,0.182221
9208029,0.140814
9208030,0.056593
9208031,0.188801
9208032,0.063128
9208033,0.060081
9208034,0.090744
9208035,0.102230
9208036,0.017244
9208037,0.042617
9208038,0.078994
9208039,0.133478
9208040,0.161152
9208041,0.055893
9208042,0.093589
9208043,0.046313
9208044,0.133533
9208045,0.056360
9208046,0.142466
9208047,0.119606
9208048,0.065196
9208049,0.045351
9208050,0.057418
9208051,0.121180
9208052,0.044920
9208053,0.094874
9208054,0.062406
9208055,0.157437
9208056,0.071932
9208057,0.050609
9208058,0.157480
9208059,0.107935
9208060,0.086300
9208062,0.072441
9208064,0.088235
9208065,0.142534
9208066,0.043034
9208067,0.046461
9208068,0.152393
9208069,0.077656
9208071,0.035333
9208072,0.064271
9208073,0.134536
9208074,0.067356
9208075,0.177443
9208076,0.099924
9208077,0.203102
9208078,0.075245
9208079,0.137888
9208080,0.143392
9208081,0.181204
9209001,0.050943
9209002,0.091621
9209003,0.115306
9209004,0.073488
9209005,0.128859
9209006,0.163120
9209007,0.088232
9209008,0.096714
9209009,0.092437
9209010,0.056067
9209011,0.041071
9209012,0.060312
9209013,0.194182
9209014,0.090346
9209015,0.051128
9209016,0.103477
9209017,0.077233
9209018,0.164850
9209019,0.099942
9209020,0.057081
9209021,0.074287
9209022,0.061562
9209023,0.058868
9209024,0.076149
9209026,0.096045
9209027,0.056920
9209028,0.040300
9209029,0.169608
9209030,0.099233
9209031,0.075354
9209032,0.081546
9209033,0.101918
9209034,0.139687
9209037,0.141434
9209039,0.053308
9209040,0.083653
9209041,0.122334
9209042,0.064780
9209043,0.064016
9209044,0.095316
9209045,0.078797
9209046,0.080465
9209047,0.076521
9209048,0.162397
9209049,0.093132
9209050,0.102009
9209051,0.119840
9209052,0.069782
9209053,0.080791
9209054,0.129325
9209055,0.059982
9209056,0.036979
9209057,0.077929
9209058,0.041707
9209059,0.106951
9209060,0.134744
9209061,0.105782
9209062,0.109459
9209064,0.096935
9209065,0.111611
9209066,0.077543
9209067,0.135582
9209068,0.040017
9209069,0.085012
9209070,0.050660
9209071,0.171803
9209072,0.087460
9209073,0.130929
9209074,0.014234
9209075,0.090203
9209076,0.195154
9209077,0.145855
9209078,0.062918
9209079,0.105573
9209080,0.060287
9209081,0.067471
9209082,0.086859
9209083,0.031683
9209084,0.053094
9209085,0.133977
9209086,0.069322
9209087,0.239643
9209088,0.082977
9209089,0.064645
9209090,0.104404
9209091,0.037232
9209092,0.129552
9209093,0.167149
9209094,0.040489
9209095,0.122005
9209096,0.070086
9209097,0.043362
9209098,0.037709
9209099,0.146803
9209100,0.097060
9209101,0.077361
9209102,0.066774
9209103,0.134299
9209104,0.032327
9209106,0.049821
9209107,0.110408
9209108,0.155017
9209109,0.010763
9209110,0.119703
9209111,0.117220
9209112,0.052661
9209113,0.070303
9209114,0.052963
9209115,0.088438
9209116,0.038159
9209117,0.048710
9209118,0.085725
9209119,0.053981
9209120,0.047347
9209121,0.023570
9209122,0.117507
9209124,0.016369
9209125,0.141832
9209126,0.015989
9209127,0.113440
9209128,0.043867
9209129,0.215016
9209130,0.184053
9209131,0.043339
9209132,0.025087
9210001,0.171437
9210002,0.071184
9210003,0.049162
9210004,0.178944
9210005,0.040188
9210007,0.095079
9210008,0.126625
9210009,0.111301
9210010,0.306200
9210011,0.064751
9210012,0.043571
9210013,0.063184
9210014,0.152206
9210015,0.057531
9210016,0.129900
9210017,0.087819
9210018,0.087843
9210019,0.055818
9210020,0.022907
9210021,0.086998
9210022,0.058154
9210023,0.117817
9210024,0.182939
9210025,0.069013
9210026,0.053126
9210027,0.072683
9210028,0.058809
9210029,0.101304
9210030,0.014687
9210031,0.133635
9210032,0.096859
9210033,0.028489
9210034,0.032092
9210035,0.056408
9210036,0.065675
9210037,0.145304
9210038,0.199127
9210040,0.090892
9210041,0.132028
9210042,0.088875
9210043,0.155208
9210044,0.232218
9210045,0.173482
9210046,0.057139
9210047,0.159845
9210048,0.032761
9210049,0.150824
9210050,0.100045
9210051,0.066945
9210052,0.060621
9210053,0.230371
9210054,0.104494
9210055,0.097367
9210056,0.079084
9210057,0.103189
9210058,0.111693
9210059,0.091257
9210060,0.087892
9210061,0.104451
9210062,0.132499
9210064,0.096107
9210065,0.062123
9210067,0.106245
9210068,0.066392
9210070,0.059603
9210071,0.042131
9210072,0.200348
9210073,0.067302
9210074,0.056205
9210075,0.086262
9210076,0.146150
9210077,0.074066
9210078,0.074707
9210079,0.197164
9210080,0.115882
9210081,0.048484
9210082,0.117535
9210083,0.064531
9210084,0.097255
9210085,0.107036
9210086,0.127646
9210087,0.105340
9210088,0.073924
9210089,0.060666
9210090,0.076395
9210091,0.062480
9210092,0.094174
9210094,0.102547
9210095,0.079405
9210096,0.064536
9210097,0.076479
9210098,0.121276
9210099,0.152558
9210100,0.276988
9210101,0.080964
9210102,0.040594
9210103,0.117584
9210104,0.031884
9210106,0.083579
9210108,0.049627
9210109,0.036881
9210110,0.085701
9210111,0.124105
9210112,0.126763
9210113,0.102353
9210114,0.071611
9210115,0.053019
9210116,0.092602
9210117,0.133249
9210118,0.087565
9210119,0.092402
9210120,0.103435
9210121,0.054895
9210122,0.108503
9210123,0.041902
9210124,0.091658
9210125,0.039321
9210126,0.041365
9210127,0.200541
9210128,0.070005
9210129,0.021898
9210130,0.097893
9210131,0.027922
9210132,0.062453
9210133,0.079341
9210134,0.093269
9210135,0.058280
9210136,0.069848
9210137,0.101977
9210138,0.099838
9210139,0.174854
9210140,0.033467
9210141,0.162818
9210142,0.103654
9210143,0.076218
9210146,0.049107
9210147,0.049640
9210149,0.155385
9210150,0.121666
9210151,0.059067
9210152,0.064940
9210153,0.048324
9210154,0.057315
9210155,0.063849
9210156,0.161792
9210157,0.114157
9210158,0.061888
9210159,0.069293
9210160,0.078384
9210161,0.074262
9210162,0.140933
9210164,0.192730
9210165,0.056353
9211001,0.147276
9211003,0.061779
9211004,0.066713
9211007,0.021862
9211008,0.078056
9211009,0.161743
9211010,0.047847
9211011,0.050450
9211013,0.068589
9211014,0.075355
9211015,0.044920
9211016,0.098433
9211018,0.044744
9211019,0.132872
9211020,0.117374
9211021,0.146080
9211022,0.097074
9211024,0.069478
9211025,0.089121
9211026,0.075241
9211027,0.043090
9211028,0.154110
9211029,0.048992
9211030,0.030448
9211032,0.069313
9211033,0.130003
9211034,0.085558
9211035,0.046234
9211037,0.106511
9211038,0.032681
9211040,0.157302
9211041,0.073063
9211043,0.204293
9211044,0.046047
9211045,0.080567
9211046,0.175122
9211047,0.040579
9211048,0.028669
9211050,0.096442
9211051,0.121886
9211052,0.032915
9211053,0.047251
9211054,0.063188
9211055,0.147018
9211056,0.082501
9211057,0.056054
9211058,0.090584
9211059,0.157274
9211060,0.059974
9211061,0.086916
9211062,0.077242
9211063,0.127206
9211064,0.077711
9211065,0.128433
9211066,0.041818
9211068,0.244471
9211069,0.078458
9211070,0.089040
9211071,0.165292
9211072,0.249990
9211073,0.070667
9211074,0.048790
9211075,0.192669
9211076,0.083241
9211077,0.163143
9211078,0.110939
9211079,0.137364
9211080,0.143486
9211081,0.167998
9211082,0.129889
9211083,0.118041
9211084,0.147792
9211085,0.103459
9211086,0.053175
9211087,0.029382
9211088,0.063562
9211089,0.171448
9211090,0.116595
9211091,0.093769
9211092,0.117366
9211093,0.064744
9211094,0.151569
9211095,0.106264
9211096,0.062894
9211097,0.136452
9211098,0.112251
9211099,0.095292
9211100,0.098078
9211102,0.073714
9211103,0.082394
9211104,0.078444
9211105,0.083358
9211106,0.063792
9211107,0.107645
9211108,0.145836
9211109,0.178218
9211110,0.122563
9211111,0.151851
9211112,0.075097
9211113,0.085781
9211114,0.064398
9211115,0.056716
9211116,0.068762
9211117,0.077714
9211118,0.067386
9211119,0.118638
9211120,0.070148
9211121,0.095291
9211122,0.041113
9211123,0.096577
9211124,0.042877
9211125,0.093371
9211126,0.077805
9211127,0.039569
9211128,0.080395
9211129,0.074145
9211130,0.147671
9211131,0.087852
9211132,0.039305
9211133,0.115003
9211134,0.106262
9211135,0.116165
9211136,0.100186
9211137,0.044743
9211138,0.083874
9211139,0.057343
9211140,0.059622
9211141,0.050897
9212001,0.089515
9212002,0.051130
9212003,0.052304
9212004,0.045294
9212005,0.061571
9212006,0.260535
9212007,0.115456
9212008,0.080295
9212009,0.046034
9212010,0.113670
9212011,0.060782
9212012,0.022835
9212013,0.048255
9212014,0.040382
9212015,0.030395
9212016,0.156655
9212017,0.100046
9212018,0.045580
9212019,0.045807
9212020,0.019025
9212021,0.041029
9212022,0.024815
9212023,0.078107
9212024,0.080221
9212026,0.099825
9212027,0.061059
9212028,0.055201
9212029,0.153291
9212030,0.130836
9212031,0.071180
9212032,0.102230
9212033,0.086073
9212034,0.008962
9212035,0.018539
9212036,0.101612
9212037,0.130307
9212038,0.061915
9212039,0.097912
9212040,0.093489
9212041,0.032788
9212042,0.126884
9212043,0.106316
9212044,0.099330
9212045,0.103743
9212046,0.101717
9212047,0.124368
9212048,0.082092
9212049,0.074625
9212050,0.029507
9212051,0.046426
9212052,0.031641
9212053,0.029358
9212055,0.104344
9212056,0.121663
9212057,0.085635
9212058,0.119651
9212059,0.038948
9212060,0.035293
9212061,0.067494
9212062,0.105748
9212063,0.148447
9212064,0.054270
9212065,0.074873
9212066,0.190648
9212067,0.050754
9212068,0.067536
9212070,0.083963
9212071,0.030372
9212072,0.160826
9212073,0.047497
9212074,0.044656
9212075,0.093204
9212076,0.049235
9212077,0.107926
9212078,0.027463
9212079,0.049085
9212080,0.042072
9212081,0.082193
9212082,0.096247
9212083,0.037292
9212084,0.103064
9212085,0.151071
9212086,0.097987
9212087,0.097959
9212088,0.048933
9212089,0.069925
9212090,0.065247
9212091,0.044485
9212092,0.134650
9212093,0.089928
9212094,0.075564
9212095,0.067219
9212096,0.040161
9212097,0.100915
9212098,0.081584
9212099,0.084884
9212102,0.053141
9212103,0.138434
9212104,0.034606
9212105,0.065384
9212106,0.089546
9212107,0.089631
9212108,0.030778
9212109,0.165745
9212110,0.060966
9212111,0.035846
9212112,0.131525
9212113,0.112156
9212114,0.070739
9212115,0.078898
9212116,0.085656
9212117,0.083119
9212118,0.092915
9212119,0.052592
9212120,0.052409
9212121,0.053866
9212122,0.077602
9212124,0.067320
9212125,0.076464
9212126,0.066601
9212127,0.039694
9212128,0.147302
9212129,0.073326
9212130,0.065901
9212131,0.132487
9212132,0.139627
9212133,0.044397
9212134,0.072730
9212136,0.076882
9212137,0.110820
9212138,0.165060
9212139,0.049488
9212140,0.050291
9212141,0.081681
9212142,0.092417
9212143,0.071248
9212144,0.133471
9212145,0.103648
9212146,0.090727
9212147,0.021500
9212148,0.130841
9212149,0.107774
9212150,0.025399
9212151,0.101876
9212152,0.033309
9212153,0.117273
9212154,0.059620
9212155,0.036164
9212156,0.077664
9212157,0.144198
9212158,0.035454
