paper_id,cosine_tfidf_similarity
9203070,0.196962
9203071,0.131227
9203072,0.124056
9203073,0.070666
9203074,0.172423
9203076,0.180279
9203077,0.152627
9203079,0.115664
9203082,0.072591
9203083,0.083742
9203084,0.095640
9204001,0.114483
9204002,0.183593
9204003,0.033752
9204004,0.096303
9204005,0.187971
9204006,0.149420
9204007,0.095280
9204008,0.156949
9204009,0.138811
9204011,0.139438
9204012,0.103745
9204013,0.145527
9204015,0.118895
9204016,0.164633
9204017,0.054578
9204019,0.132753
9204020,0.142420
9204021,0.075867
9204022,0.146955
9204023,0.116150
9204024,0.050585
9204025,0.098641
9204026,0.105820
9204027,0.092104
9204028,0.148179
9204029,0.154484
9204030,0.118395
9204031,0.054717
9204032,0.080702
9204033,0.094191
9204034,0.112041
9204035,0.125911
9204036,0.122077
9204038,0.103080
9204039,0.119733
9204040,0.079068
9204041,0.193144
9204042,0.085714
9204043,0.210122
9204044,0.126812
9204045,0.137370
9204046,0.063087
9204047,0.131139
9204048,0.153276
9204049,0.088377
9204050,0.243242
9204051,0.125689
9204052,0.132901
9204053,0.202996
9204054,0.127165
9204055,0.064781
9204056,0.239665
9204057,0.099643
9204058,0.075737
9204059,0.099442
9204060,0.123374
9204061,0.102762
9204062,0.072411
9204063,0.159887
9204064,0.118947
9204066,0.102094
9204067,0.132507
9204068,0.137004
9204069,0.138620
9204070,0.153864
9204071,0.109889
9204072,0.097395
9204073,0.177235
9204074,0.069105
9204075,0.201358
9204076,0.207887
9204077,0.035896
9204078,0.095139
9204079,0.072522
9204080,0.116024
9204081,0.060922
9204082,0.107309
9204083,0.173683
9204084,0.074494
9204085,0.136394
9204086,0.182173
9204088,0.060227
9204089,0.155683
9204090,0.145699
9204091,0.153455
9204093,0.204828
9204094,0.132433
9204095,0.220260
9204097,0.096546
9204098,0.070365
9204099,0.091660
9204100,0.166932
9204101,0.140550
9204102,0.160157
9204103,0.045091
9205001,0.060330
9205002,0.073007
9205003,0.058443
9205004,0.010073
9205005,0.094250
9205006,0.145038
9205007,0.132376
9205008,0.163422
9205009,0.142095
9205010,0.142803
9205011,0.152090
9205012,0.169269
9205013,0.217189
9205014,0.112618
9205015,0.187302
9205016,0.177980
9205017,0.132524
9205018,0.135490
9205019,0.137620
9205020,0.110206
9205021,0.068956
9205022,0.138070
9205024,0.048501
9205025,0.139392
9205026,0.167437
9205027,0.083905
9205028,0.079717
9205029,0.142336
9205030,0.171751
9205031,0.263048
9205032,0.169629
9205033,0.139522
9205034,0.090607
9205035,0.148159
9205036,0.091467
9205037,0.153703
9205038,0.143567
9205039,0.139230
9205040,0.135478
9205041,0.146265
9205042,0.073696
9205043,0.128149
9205044,0.177294
9205045,0.114496
9205046,0.181501
9205047,0.088795
9205048,0.089878
9205049,0.108125
9205050,0.046726
9205051,0.234608
9205052,0.130938
9205053,0.139676
9205054,0.126993
9205055,0.110481
9205056,0.137049
9205057,0.067663
9205058,0.135230
9205059,0.141301
9205060,0.109902
9205061,0.083548
9205062,0.109552
9205063,0.227533
9205064,0.130772
9205065,0.039578
9205066,0.154613
9205067,0.108216
9205068,0.071771
9205069,0.100281
9205070,0.166728
9205071,0.136306
9205072,0.275602
9205073,0.116475
9205074,0.079685
9205075,0.144471
9205076,0.096093
9205077,0.164011
9205079,0.161888
9205080,0.134795
9205081,0.206655
9205082,0.090616
9205083,0.136281
9205085,0.015823
9205086,0.127684
9205087,0.115701
9205088,0.075653
9205089,0.101953
9205090,0.119986
9205091,0.250260
9205092,0.063667
9205093,0.106296
9205094,0.184455
9205095,0.083133
9205096,0.135625
9205097,0.092662
9205098,0.077906
9205099,0.225576
9205100,0.147315
9205101,0.055874
9205102,0.075075
9205103,0.112787
9205104,0.069510
9205105,0.131707
9205106,0.166384
9205107,0.209620
9205108,0.269608
9205109,0.111800
9205110,0.114834
9205111,0.131372
9205112,0.083219
9205113,0.147076
9205114,0.121248
9205115,0.126018
9205116,0.143990
9205117,0.121367
9206001,0.104552
9206002,0.112070
9206003,0.081995
9206006,0.194618
9206007,0.116268
9206008,0.125809
9206009,0.161513
9206010,0.146091
9206012,0.121483
9206013,0.157561
9206014,0.224168
9206015,0.103219
9206016,0.182600
9206017,0.171758
9206018,0.129079
9206019,0.110756
9206020,0.095758
9206021,0.156334
9206022,0.117065
9206023,0.166824
9206024,0.170258
9206025,0.135196
9206026,0.119353
9206027,0.163512
9206028,0.018839
9206029,0.066571
9206030,0.195092
9206031,0.117308
9206032,0.055035
9206033,0.102101
9206034,0.085549
9206035,0.097928
9206036,0.112009
9206037,0.115553
9206038,0.094903
9206039,0.207828
9206040,0.087873
9206041,0.199670
9206042,0.105456
9206044,0.113958
9206045,0.053839
9206046,0.074016
9206047,0.124587
9206048,0.137128
9206049,0.065620
9206050,0.148527
9206051,0.042872
9206052,0.082098
9206053,0.050969
9206054,0.068025
9206055,0.110415
9206056,0.088265
9206057,0.037709
9206058,0.152417
9206059,0.159239
9206060,0.196483
9206061,0.155735
9206062,0.179994
9206063,0.146929
9206065,0.094055
9206066,0.158870
9206067,0.156904
9206068,0.086411
9206069,0.177482
9206070,0.096053
9206071,0.119093
9206072,0.115343
9206073,0.112017
9206074,0.077693
9206076,0.119232
9206077,0.152058
9206078,0.081012
9206079,0.154489
9206080,0.155097
9206081,0.110485
9206082,0.115199
9206083,0.055482
9206084,0.139151
9206085,0.078542
9206087,0.095900
9206088,0.147139
9206089,0.083743
9206090,0.043353
9206091,0.115490
9206092,0.176787
9206093,0.169298
9206094,0.076690
9206095,0.099184
9206096,0.152389
9206097,0.144084
9206098,0.200023
9206099,0.117602
9206100,0.152288
9206101,0.143217
9206102,0.068899
9206103,0.125651
9206104,0.144889
9206105,0.093356
9206106,0.140729
9206107,0.227398
9206108,0.110655
9206109,0.046912
9206110,0.137739
9206111,0.202827
9206112,0.116399
9206113,0.147600
9206114,0.155032
9207001,0.101394
9207002,0.110559
9207003,0.158988
9207005,0.223399
9207006,0.210228
9207007,0.088994
9207008,0.154530
9207009,0.155305
9207010,0.117381
9207011,0.195757
9207012,0.154055
9207013,0.079374
9207014,0.145143
9207015,0.075495
9207016,0.201023
9207017,0.113705
9207018,0.096390
9207019,0.146781
9207020,0.065062
9207021,0.066098
9207022,0.082896
9207023,0.107573
9207024,0.207843
9207025,0.057204
9207026,0.079043
9207027,0.111624
9207028,0.107516
9207029,0.099614
9207030,0.094197
9207031,0.158410
9207032,0.119551
9207034,0.158684
9207035,0.130115
9207036,0.099791
9207037,0.085452
9207038,0.166346
9207039,0.327507
9207040,0.104551
9207041,0.139365
9207042,0.141242
9207043,0.159532
9207044,0.188395
9207045,0.150691
9207047,0.113139
9207048,0.148364
9207050,0.133403
9207051,0.114275
9207052,0.110464
9207053,0.143245
9207055,0.101379
9207056,0.090261
9207057,0.220243
9207058,0.202293
9207059,0.088180
9207060,0.112055
9207061,0.188801
9207062,0.104004
9207063,0.153839
9207064,0.159208
9207065,0.159810
9207066,0.160955
9207067,0.140711
9207068,0.103065
9207069,0.102699
9207070,0.058229
9207071,0.100723
9207072,0.100991
9207073,0.159856
9207074,0.067361
9207075,0.079991
9207076,0.061925
9207077,0.093506
9207078,0.185480
9207079,0.097270
9207080,0.125101
9207081,0.113095
9207082,0.059492
9207083,0.126212
9207084,0.083621
9207085,0.053058
9207086,0.129847
9207087,0.125528
9207088,0.142516
9207089,0.102177
9207090,0.041801
9207091,0.074901
9207092,0.147465
9207093,0.090306
9207094,0.335037
9207095,0.135192
9207096,0.157158
9207097,0.189508
9207098,0.057244
9207099,0.052652
9207100,0.084914
9207101,0.114809
9207102,0.069119
9207103,0.202905
9207105,0.085179
9207106,0.112154
9207108,0.131843
9207109,0.140206
9207110,0.080786
9207111,0.114492
9207112,0.068556
9207113,0.066136
9207114,0.146225
9207115,0.146129
9207116,0.098197
9207117,0.166992
9207118,0.138859
9208001,0.129336
9208002,0.092249
9208003,0.160186
9208005,0.197939
9208006,0.129503
9208007,0.149655
9208008,0.176126
9208009,0.063199
9208010,0.094759
9208011,0.069011
9208012,0.129654
9208013,0.171197
9208014,0.123473
9208015,0.101552
9208016,0.237152
9208017,0.053023
9208018,0.077361
9208019,0.110394
9208020,0.080808
9208022,0.231361
9208023,0.113017
9208024,0.111836
9208025,0.180012
9208026,0.129069
9208027,0.207988
9208028,0.185069
9208029,0.192588
9208030,0.062439
9208031,0.223762
9208032,0.085862
9208033,0.106962
9208034,0.161739
9208035,0.133529
9208036,0.037099
9208037,0.044267
9208038,0.120880
9208039,0.162762
9208040,0.221079
9208041,0.098414
9208042,0.144209
9208043,0.078762
9208044,0.204583
9208045,0.109010
9208046,0.146171
9208047,0.160689
9208048,0.088271
9208049,0.087553
9208050,0.114256
9208051,0.171863
9208052,0.062796
9208053,0.163277
9208054,0.103374
9208055,0.157119
9208056,0.108412
9208057,0.104736
9208058,0.161669
9208059,0.153679
9208060,0.030913
9208062,0.083777
9208064,0.116741
9208065,0.146161
9208066,0.082578
9208067,0.105534
9208068,0.169511
9208069,0.084206
9208071,0.090612
9208072,0.110751
9208073,0.164998
9208074,0.101237
9208075,0.197080
9208076,0.108296
9208077,0.198798
9208078,0.093414
9208079,0.184472
9208080,0.159235
9208081,0.204257
9209001,0.074487
9209002,0.110931
9209003,0.142234
9209004,0.111258
9209005,0.177178
9209006,0.180573
9209007,0.132083
9209008,0.107424
9209009,0.117678
9209010,0.094976
9209011,0.050365
9209012,0.091413
9209013,0.230290
9209014,0.127831
9209015,0.094963
9209016,0.142597
9209017,0.119938
9209018,0.166389
9209019,0.137607
9209020,0.108692
9209021,0.089854
9209022,0.082241
9209023,0.105053
9209024,0.113945
9209026,0.113013
9209027,0.088067
9209028,0.081574
9209029,0.191994
9209030,0.126131
9209031,0.090541
9209032,0.116171
9209033,0.183834
9209034,0.183664
9209037,0.155609
9209039,0.075916
9209040,0.125838
9209041,0.156085
9209042,0.088142
9209043,0.082375
9209044,0.128795
9209045,0.161923
9209046,0.119494
9209047,0.089722
9209048,0.184934
9209049,0.139647
9209050,0.167521
9209051,0.174803
9209052,0.107854
9209053,0.110928
9209054,0.158541
9209055,0.112886
9209056,0.070659
9209057,0.135575
9209058,0.076868
9209059,0.139368
9209060,0.128893
9209061,0.140394
9209062,0.127852
9209064,0.139289
9209065,0.132783
9209066,0.098218
9209067,0.133523
9209068,0.067120
9209069,0.163745
9209070,0.084791
9209071,0.237759
9209072,0.137590
9209073,0.157644
9209074,0.020574
9209075,0.146355
9209076,0.231577
9209077,0.174611
9209078,0.096859
9209079,0.140055
9209080,0.096644
9209081,0.145450
9209082,0.138352
9209083,0.052088
9209084,0.087502
9209085,0.181127
9209086,0.120673
9209087,0.292814
9209088,0.118100
9209089,0.120965
9209090,0.129827
9209091,0.080426
9209092,0.180932
9209093,0.207716
9209094,0.081629
9209095,0.169670
9209096,0.127060
9209097,0.124598
9209098,0.060080
9209099,0.176029
9209100,0.174390
9209101,0.128556
9209102,0.092490
9209103,0.163024
9209104,0.077421
9209106,0.079831
9209107,0.135194
9209108,0.180573
9209109,0.019981
9209110,0.148519
9209111,0.147632
9209112,0.072576
9209113,0.116381
9209114,0.079876
9209115,0.108861
9209116,0.057428
9209117,0.078101
9209118,0.129131
9209119,0.067835
9209120,0.101089
9209121,0.056110
9209122,0.177446
9209124,0.056926
9209125,0.194476
9209126,0.036107
9209127,0.158984
9209128,0.095109
9209129,0.247581
9209130,0.231826
9209131,0.043565
9209132,0.033306
9210001,0.204329
9210002,0.152640
9210003,0.103218
9210004,0.216467
9210005,0.063601
9210007,0.136394
9210008,0.172197
9210009,0.159953
9210010,0.342955
9210011,0.121934
9210012,0.072489
9210013,0.085133
9210014,0.174570
9210015,0.093466
9210016,0.168787
9210017,0.110159
9210018,0.112962
9210019,0.073091
9210020,0.039503
9210021,0.137221
9210022,0.079727
9210023,0.120715
9210024,0.206790
9210025,0.097749
9210026,0.123838
9210027,0.095083
9210028,0.096293
9210029,0.124560
9210030,0.031432
9210031,0.183527
9210032,0.147014
9210033,0.043339
9210034,0.055848
9210035,0.079926
9210036,0.112004
9210037,0.203064
9210038,0.219130
9210040,0.124830
9210041,0.183013
9210042,0.112438
9210043,0.190038
9210044,0.225277
9210045,0.222411
9210046,0.096176
9210047,0.198084
9210048,0.065429
9210049,0.200662
9210050,0.118339
9210051,0.084482
9210052,0.102102
9210053,0.197802
9210054,0.138881
9210055,0.157174
9210056,0.091248
9210057,0.141883
9210058,0.149307
9210059,0.112802
9210060,0.120856
9210061,0.122422
9210062,0.161014
9210064,0.110384
9210065,0.117283
9210067,0.102162
9210068,0.096556
9210070,0.086457
9210071,0.070190
9210072,0.224491
9210073,0.095687
9210074,0.111011
9210075,0.106649
9210076,0.208166
9210077,0.101556
9210078,0.096441
9210079,0.249460
9210080,0.098516
9210081,0.102285
9210082,0.159260
9210083,0.099467
9210084,0.151371
9210085,0.127658
9210086,0.164153
9210087,0.121935
9210088,0.136874
9210089,0.074013
9210090,0.103322
9210091,0.085588
9210092,0.101871
9210094,0.178038
9210095,0.108074
9210096,0.090100
9210097,0.112709
9210098,0.188108
9210099,0.179026
9210100,0.300079
9210101,0.117589
9210102,0.064840
9210103,0.139990
9210104,0.071717
9210106,0.132554
9210108,0.053543
9210109,0.064481
9210110,0.106585
9210111,0.166297
9210112,0.139674
9210113,0.157727
9210114,0.106504
9210115,0.086646
9210116,0.154883
9210117,0.135925
9210118,0.075862
9210119,0.137474
9210120,0.173000
9210121,0.097115
9210122,0.129351
9210123,0.072759
9210124,0.127567
9210125,0.076191
9210126,0.076289
9210127,0.231258
9210128,0.091180
9210129,0.025312
9210130,0.121842
9210131,0.041599
9210132,0.099499
9210133,0.099365
9210134,0.143610
9210135,0.109360
9210136,0.102590
9210137,0.136041
9210138,0.101258
9210139,0.225138
9210140,0.086121
9210141,0.156355
9210142,0.164849
9210143,0.098241
9210146,0.055995
9210147,0.084509
9210149,0.200469
9210150,0.125764
9210151,0.084016
9210152,0.066764
9210153,0.069795
9210154,0.097321
9210155,0.074302
9210156,0.210707
9210157,0.126849
9210158,0.071028
9210159,0.092085
9210160,0.138598
9210161,0.094961
9210162,0.128551
9210164,0.263503
9210165,0.129464
9211001,0.171648
9211003,0.076313
9211004,0.086648
9211007,0.070361
9211008,0.083609
9211009,0.183622
9211010,0.055762
9211011,0.079125
9211013,0.123934
9211014,0.095828
9211015,0.088602
9211016,0.125396
9211018,0.066408
9211019,0.157795
9211020,0.139890
9211021,0.181613
9211022,0.106907
9211024,0.093664
9211025,0.145552
9211026,0.076680
9211027,0.073658
9211028,0.217149
9211029,0.079170
9211030,0.079088
9211032,0.069591
9211033,0.148415
9211034,0.096049
9211035,0.072597
9211037,0.139502
9211038,0.059048
9211040,0.201385
9211041,0.118903
9211043,0.181147
9211044,0.079051
9211045,0.155922
9211046,0.224660
9211047,0.050570
9211048,0.082811
9211050,0.148672
9211051,0.165606
9211052,0.068206
9211053,0.074590
9211054,0.111751
9211055,0.173892
9211056,0.146988
9211057,0.101888
9211058,0.147015
9211059,0.225230
9211060,0.074079
9211061,0.158881
9211062,0.101223
9211063,0.218167
9211064,0.158515
9211065,0.143253
9211066,0.062180
9211068,0.269734
9211069,0.105721
9211070,0.106871
9211071,0.195648
9211072,0.305248
9211073,0.095728
9211074,0.084914
9211075,0.194684
9211076,0.099974
9211077,0.158898
9211078,0.144480
9211079,0.226564
9211080,0.241608
9211081,0.234411
9211082,0.188083
9211083,0.167264
9211084,0.201974
9211085,0.205071
9211086,0.081079
9211087,0.058478
9211088,0.085036
9211089,0.134386
9211090,0.146957
9211091,0.101815
9211092,0.173267
9211093,0.071504
9211094,0.209371
9211095,0.149227
9211096,0.101337
9211097,0.214203
9211098,0.071265
9211099,0.120787
9211100,0.144685
9211102,0.115128
9211103,0.100628
9211104,0.108776
9211105,0.109160
9211106,0.083231
9211107,0.137525
9211108,0.162307
9211109,0.212062
9211110,0.155868
9211111,0.163277
9211112,0.130478
9211113,0.132080
9211114,0.095115
9211115,0.088974
9211116,0.090152
9211117,0.100084
9211118,0.105154
9211119,0.190723
9211120,0.077952
9211121,0.140999
9211122,0.047218
9211123,0.120971
9211124,0.072824
9211125,0.105185
9211126,0.104248
9211127,0.063799
9211128,0.084196
9211129,0.112854
9211130,0.204022
9211131,0.163365
9211132,0.068879
9211133,0.157433
9211134,0.133117
9211135,0.156989
9211136,0.137329
9211137,0.052367
9211138,0.108257
9211139,0.078389
9211140,0.087800
9211141,0.095367
9212001,0.154653
9212002,0.074009
9212003,0.080867
9212004,0.067708
9212005,0.096776
9212006,0.351746
9212007,0.125373
9212008,0.086449
9212009,0.093260
9212010,0.126537
9212011,0.130360
9212012,0.042488
9212013,0.048409
9212014,0.072340
9212015,0.093549
9212016,0.172173
9212017,0.120245
9212018,0.059322
9212019,0.077526
9212020,0.035688
9212021,0.086644
9212022,0.029844
9212023,0.119480
9212024,0.147571
9212026,0.145273
9212027,0.124648
9212028,0.104775
9212029,0.193694
9212030,0.157480
9212031,0.085606
9212032,0.154468
9212033,0.094918
9212034,0.022383
9212035,0.068849
9212036,0.180691
9212037,0.154542
9212038,0.122449
9212039,0.144663
9212040,0.132865
9212041,0.056484
9212042,0.149242
9212043,0.141076
9212044,0.133975
9212045,0.152766
9212046,0.124960
9212047,0.149532
9212048,0.096181
9212049,0.100681
9212050,0.046432
9212051,0.055626
9212052,0.046621
9212053,0.065543
9212055,0.131528
9212056,0.176296
9212057,0.108991
9212058,0.185234
9212059,0.049064
9212060,0.044600
9212061,0.092769
9212062,0.204940
9212063,0.210424
9212064,0.080222
9212065,0.084156
9212066,0.194982
9212067,0.078903
9212068,0.088501
9212070,0.114086
9212071,0.038368
9212072,0.209849
9212073,0.098568
9212074,0.093927
9212075,0.161312
9212076,0.054137
9212077,0.133461
9212078,0.055778
9212079,0.077816
9212080,0.067866
9212081,0.126446
9212082,0.109831
9212083,0.059126
9212084,0.132121
9212085,0.232778
9212086,0.132864
9212087,0.126793
9212088,0.110406
9212089,0.110575
9212090,0.098075
9212091,0.067033
9212092,0.165552
9212093,0.097517
9212094,0.089254
9212095,0.152065
9212096,0.083250
9212097,0.124489
9212098,0.126263
9212099,0.110087
9212102,0.073659
9212103,0.127193
9212104,0.043594
9212105,0.091088
9212106,0.167501
9212107,0.112671
9212108,0.052459
9212109,0.199952
9212110,0.078011
9212111,0.056002
9212112,0.175413
9212113,0.140321
9212114,0.129816
9212115,0.103004
9212116,0.083978
9212117,0.122374
9212118,0.133110
9212119,0.085931
9212120,0.115996
9212121,0.093083
9212122,0.124543
9212124,0.077123
9212125,0.098505
9212126,0.082553
9212127,0.086461
9212128,0.053488
9212129,0.083279
9212130,0.063370
9212131,0.075122
9212132,0.068417
9212133,0.079863
9212134,0.123246
9212136,0.115881
9212137,0.119289
9212138,0.236799
9212139,0.067691
9212140,0.070109
9212141,0.099326
9212142,0.118683
9212143,0.115982
9212144,0.173920
9212145,0.135505
9212146,0.124526
9212147,0.037141
9212148,0.180533
9212149,0.145801
9212150,0.030231
9212151,0.102710
9212152,0.049434
9212153,0.131661
9212154,0.102414
9212155,0.055870
9212156,0.113195
9212157,0.172768
9212158,0.075401
